"jobListingId" "flag" "salary_est" "review" "size" "industry" "revenue" "description"
3090271733 0 108 3.8 "10000+ employees" "Banks & Credit Unions" "$10+ billion (USD) per year" "Job Title: Data Analytics - Analyst - 90218326*Location: 1301 Ave of the Americas, New York, New York*About Us//* Barclays is a transatlantic consumer, corporate and investment bank offering products and services across personal, corporate and investment banking, credit cards and wealth management, with a strong presence in our two home markets of the UK and the US. Our goal is to become the bank of choice by providing superior services to customers and clients and supporting our stakeholders via a commercially successful business that generates long-term sustainable returns. * About Barclays in the US  Barclays offers corporate and investment banking and credit card services in the US. Our 10,000 US colleagues are located in offices across the country, with headquarters in New York City. In 2017, Barclays announced plans to create a world-class campus in Whippany, New Jersey, for our Technology, Operations and Functional teams in the US. Other principal locations include Delaware, Nevada, Ohio and Maine.  About Barclays Internal Audit  Barclays Internal Audit (BIA) Vision: Leaders in Assurance  ? Be Brilliant: Leading edge assurance; Leading edge people; Leading edge thinking  ? Be Impactful: In the business; In the community and In the profession  ? Be Agile: Be independent, a respected voice, innovative and efficient.  BIA Overview: BIA aims to provide independent, reliable, valued, insightful and timely assurance to the Board and executive management over the effectiveness of governance, risk management and control over current and evolving risks, in the context of the current and expected business environment and in accordance with the international standards definition of internal auditing.  Overall Purpose of role  Work collaboratively with others across BIA, while developing strong client relationships which are independent and be seen as a respected voice. Develop practical and innovative ways of improving audit delivery through the use of data analytics. *Your Role* ? Develop sustainable and re-useable Data Analytics test to improve the efficiency of BIA and to improve audit coverage.  ? Support audit delivery teams to identify opportunities for Data Analytics.  ? Provide training to audit staff on how to develop and execute basic analytics.  ? Maintain a library of re-usable data analytics.  ? Maintain appropriate documentation of code and create data dictionary including definitions (where appropriate).  ? Build self-service tools/dashboards/warehouse/data lakes. Maintain common data used by audit delivery teams.  ? Assist with data cleaning and preparation for audit delivery teams. Basic Qualifications/Skills*** ? 2 years' practical experience and expert level knowledge of data analysis with any RDBMS/SQL.  ? 1 years' Data Analysis/Mining/Scripting experience R/Python/SAS.  ? 1 years' Data Visualization experience in Python Django/Tableau/Spotfire/Qlikview/d3.js. Preferred Qualifications/Skills* ? Experience with advanced analytics/Machine learning (Decision Trees/Clustering/HMM/Tensorflow).  ? Experience in data warehouse design, Informatica, Unix.  ? Analytics experience within an internal/external audit or risk management function.  ? Degree in Computer Science / Statistics or related discipline.  ? Knowledge about new and emerging data analytics technologies.  ? Experience with Financial Services/Financial Products. *Risk and Control Objective* All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards. *Your Application* To be considered for this role, click on the apply button now. Barclays Values & Diversity* Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility then please discuss this with the hiring manager. We are an equal opportunity employer and we are opposed to discrimination on any grounds. It is the policy of Barclays to ensure equal employment opportunity without discrimination or harassment on the basis of race, colour, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law. *Title:** **Data Analytics - Analyst***Location:** **NY-New York***Requisition ID:** **90218326*"
3090473449 1 108 3.8 "201 to 500 employees" "Computer Hardware & Software" "$10 to $25 million (USD) per year" " Senior Analyst, Business IntelligenceWhat's next in music is first on SoundCloud. As the world’s largest open audio platform, SoundCloud is powered by a connected community of creators, listeners and curators who share, discover and influence what’s new, now and next in music and audio.  At SoundCloud, as an open platform with millions of creators and listeners and several revenue models, we deal with complex questions everyday. To make better informed business decisions, we are looking for a exceptional Business Intelligence Senior Analyst who combines data science excellence with strong business acumen to distill relevant insight from the SC data asset. The role will be based in SoundCloud's New York Office and will be a core part of the Strategy & Research team. The Role: You will be an integral part in SoundCloud’s Business Intelligence function to enable a deeper, data-based understanding of the development, trending and dynamics of the company’s Creator and Listener business. You will drive sophistication of data-based decision making within the business units. Your work will directly inform strategic thinking across the company and impact, important short, mid-term decisions at middle and senior leadership level. As Senior Analyst, Business Intelligence you will:Act as a central expert function at the company by designing and implementing our Creator and Listener analysis and reporting frameworksContribute as expert to strategic projects alongside Strategy and Business teams. Such contributions may include behavioral analyses, designing, running and analyzing experimentsIndependently run ad-hoc projects to analyze and understand business implications of proposed decisionsBuild sustainable cross functional relationships across the organization, especially Creator, Listener, Marketing leads, Data Science/Data Platform and Audience ResearchFeel comfortable using SQL, and occasionally Python, to access data when conducting analyses and building Tableau dashboardsWhat you'll bring to the team:Degree in quantitative field (strong academic track record preferred)5+ years of experience in leading tech firms, ideally with streaming, subscription and/or advertising backgroundExceptional analytical skills paired with excellent business judgementAbility to work with large data sets from multiple data sources with excellent SQL skills and some knowledge of PythonExperience with Data Warehouse infrastructure BigQuery and concepts as well designing and deploying ETLs in order to transform big data into meaningful business informationStrong sense of urgency, attention to detail paired with hands-on approach; Ability to handle complex situations with clarity and confidence and thorough analysis (you do the work!)Strong resiliency and ambition to get things done despite an often-changing market and competitive situationStrong communication/presentation skills with a track record of presenting complex analysis to senior managementExcellent ability to build relationships and networks with multiple functions, regions, and at all levels of the organizationExcellent stakeholder management skills with both technical and business audiencesMust strive to deliver excellent work quality If this sounds like you, then we look forward to reviewing your application. Diversity at SoundCloud SoundCloud is for everyone. Diversity and open expression are fundamental to our organization they help us build a social platform and global community where anyone can create, discover, and share sounds. We acknowledge the challenges in our industry and strive to develop an inclusive culture where everyone can contribute.  We want to  hear from you. Apply now! Like it? Share it!  Facebook  Twitter  LinkedIn  Email"
3090709147 0 96 3.4 "501 to 1000 employees" "Consulting" "$50 to $100 million (USD)" "IntroductionAxtria is a global big data analytics company. We empower leaders across the Life Sciences and Financial Services industries to make better data-driven decisions.Our data analytics and software platforms support data science, commercial operations and cloud information management. We help to optimize business strategy by delivering cutting edge analytics from the broadest set of data sources, combined with deep technical and domain expertise. We enable commercial excellence by eliminating spreadsheets and delivering analytical guidance to the field through Axtria SalesIQ™, our cloud based sales planning and operations platform. We are leaders in managing data using the latest cloud information management and big data technologies.We have more than 900 employees worldwide, we are growing rapidly, and we are proud to count 8 of the top 10 global Life Sciences companies and 2 of the Top 5 global banks as our customers. We serve clients with a high-touch on-site and onshore presence, leveraged by a global delivery platformResponsibilities:Elicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, task and workflow analysis.Critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs.Proactively communicate and collaborate with external and internal customers to analyze information needs and functional requirements and deliver the following artifacts as needed: (Functional requirements (Business Requirements Document), Use Cases, GUI, Screen and Interface designs)Experience in using enterprise-wide requirements definition and management systems and methodologies required.Successfully engage in multiple initiatives simultaneouslyWork independently with users to define concepts and under direction of project managersDrive and challenge business units on their assumptions of how they will successfully execute their plansStrong analytical and project management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements.Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, executives, managers, and subject matter experts.Serves as the conduit between the customer community (internal and external customers) and the software development team through which requirements flow.Develop requirements specifications according to standard templates, using natural language.Collaborate with developers and subject matter experts to establish the technical vision and analyze tradeoffs between usability and performance needs.Be the liaison between the business units, technology teams and support teamsRequired Skills & ExperienceBachelor's degree preferred.5+ years analyst experience preferred.Working knowledge of business processes, system development and process improvements.Proficient in gathering business requirements using process flows and use cases.Expertise in mapping as-is and to-be business processes.Understanding of technology capabilities and limitations.Experience in creating dashboards/reports for various stakeholders in pharma – Field reps, Field management, managed markets etc.Familiarity with KPIs for pharma sales and marketingExperience with Pharma commercial data like Sales, Claims, Payers, Specialty pharmacyUnderstanding of Pharma commercial operations concepts like alignments, targeting, reporting, incentivesExperience designing and reviewing test cases.Excellent verbal and written communication skills.Logistics and Location:We are hiring for Chicago, ILU.S. Citizens and those authorized to work in the U.S. are encouraged to apply.Flexibility to travel and/or relocate within the US as per project requirements The exact nature of duties as well as the salary and compensation package will be commensurate with experience and salary history"
3090802340 0 140 3.1 "10000+ employees" "Investment Banking & Asset Management" "$5 to $10 billion (USD) per year" " We are looking for a recent PhD graduate to join our team, working as a Quantitative Analyst focusing on cash equity strategies.  Our Quant Strategy team applies specialist methods from mathematics, science and engineering to generate revenue. We work on derivative valuation and risk, automated trading and execution, and data-driven decision-making.  Most critical to your success will be your interest and ability to implement financial and statistical models for product evaluation, risk analysis and trading strategy development. Working on the trading floor, youll have the opportunity to build strong relationships across the business by providing quantitative expertise to traders and marketers, as well as our technology and compliance teams.  You will work alongside trading, quant strategy and technology teams to automate data gathering, validation and normalization processes. You will evaluate, automate and deploy research and back testing tools; and calibrate analytics models and develop delta one execution strategies to facilitate business growth.  You have outstanding academic achievements, a PhD in a quantitative discipline (e.g. maths, physics or engineering), are intellectually curious and self-motivated, and have great communication and collaboration skills. You can formulate business ideas mathematically and deliver practical solutions. You are experienced with large scale data analyses and modeling, have strong programming skills in Python or R, and have a basic knowledge of either C++/C#/Java. Database or Unix experience will be a plus.  This is an outstanding opportunity to be a part of a global front-office team, closely aligned with revenue generation!  Find out more about Macquarie careers at www.macquarie.com/careers  Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.  All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. Macquarie takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.  *LI-SM2"
3090894972 0 81 4.1 "501 to 1000 employees" "Financial Transaction Processing" "Unknown / Non-Applicable" "Responsibilities/Accountabilities:Financial modeling and valuation analysis related to current businesses and new opportunitiesContract and pricing evaluations related to new or existing contract negotiationGeneral corporate financial projectsPresentation of board materialsProven business partnering skills with the ability to communicate financial information in a concise and accessible manner to non-finance personnel and management"
3091727037 1 108 3.8 "201 to 500 employees" "Computer Hardware & Software" "$10 to $25 million (USD) per year" " What's next in music is first on SoundCloud. As the world's largest open audio platform, SoundCloud is powered by a connected community of creators, listeners and curators who share, discover and influence what's new, now and next in music and audio.  At SoundCloud, as an open platform with millions of creators and listeners and several revenue models, we deal with complex questions everyday. To make better informed business decisions, we are looking for a exceptional Business Intelligence Senior Analyst who combines data science excellence with strong business acumen to distill relevant insight from the SC data asset. The role will be based in SoundCloud's New York Office and will be a core part of the Strategy & Research team. The Role: You will be an integral part in SoundCloud's Business Intelligence function to enable a deeper, data-based understanding of the development, trending and dynamics of the company's Creator and Listener business. You will drive sophistication of data-based decision making within the business units. Your work will directly inform strategic thinking across the company and impact, important short, mid-term decisions at middle and senior leadership level.  As Senior Analyst, Business Intelligence you will: Act as a central expert function at the company by designing and implementing our Creator and Listener analysis and reporting frameworksContribute as expert to strategic projects alongside Strategy and Business teams. Such contributions may include behavioral analyses, designing, running and analyzing experimentsIndependently run ad-hoc projects to analyze and understand business implications of proposed decisionsBuild sustainable cross functional relationships across the organization, especially Creator, Listener, Marketing leads, Data Science/Data Platform and Audience ResearchFeel comfortable using SQL, and occasionally Python, to access data when conducting analyses and building Tableau dashboardsWhat you'll bring to the team:Degree in quantitative field (strong academic track record preferred)5+ years of experience in leading tech firms, ideally with streaming, subscription and/or advertising backgroundExceptional analytical skills paired with excellent business judgementAbility to work with large data sets from multiple data sources with excellent SQL skills and some knowledge of PythonExperience with Data Warehouse infrastructure BigQuery and concepts as well designing and deploying ETLs in order to transform big data into meaningful business informationStrong sense of urgency, attention to detail paired with hands-on approach; Ability to handle complex situations with clarity and confidence and thorough analysis (you do the work!)Strong resiliency and ambition to get things done despite an often-changing market and competitive situationStrong communication/presentation skills with a track record of presenting complex analysis to senior managementExcellent ability to build relationships and networks with multiple functions, regions, and at all levels of the organizationExcellent stakeholder management skills with both technical and business audiencesMust strive to deliver excellent work quality If this sounds like you, then we look forward to reviewing your application.  Diversity at SoundCloud  SoundCloud is for everyone. Diversity and open expression are fundamental to our organization they help us build a social platform and global community where anyone can create, discover, and share sounds. We acknowledge the challenges in our industry and strive to develop an inclusive culture where everyone can contribute.SDL2017"
3092043798 0 86 3.6 "51 to 200 employees" "Staffing & Outsourcing" "$10 to $25 million (USD) per year" " &nbsp &nbsp Senior BI Consultant- Finance- NYC OR NJ Technical Skills: BI, Qlik, Qliksense, Qlikview, Qlik Sense, Qlik View, SQL, Tableau, Cognos, Business Objects, Big Data, Hadoop, Data Modeling, Data Warehousing, Power BI, JavaScript, AngularJS, Node.js Pay rate: $850- 900/ day NYC based Financial powerhouse is looking to build out their Business Intelligence Team located in either NJ or NYC. The ideal candidate has previous experience developing and architecting technology platforms using BI/reporting solutions. Previous programming experience with web development languages (HTML, CSS, JavaScript, AngularJS, Node.js) is a plus. Qualifications Advanced SQL skills- comfortable with all aspects of database design techniques 3+ years working with Qlik (either QlikSense or Qlikview) Extensive experience working with data warehousing methodologies and familiarity with dimensional data modeling Other desired (but not required) skills Experience working with extremely large data volumes Understanding of BI tools: Tableau, Cognos, Business Objects Previous web experience: HTML, JavaScript, AngularJS, Node.js Understanding of ETL or ELT data modeling Experience working in a Big Data Environment For more information, please apply via the link. To get in touch directly, contact Stephanie Moriarty at 1-646-###-#### or by email at Those authorized to work in the U.S. are encouraged to apply. - provided by Dice  BI, Qlik, Qliksense, Qlikview, Qlik Sense, Qlik View, SQL, Tableau, Cognos, Business Objects, Big Data, Hadoop, Data Modeling, Data Warehousing, Power BI, JavaScript, AngularJS, Node.js  Associated topics: business analytic, business intelligence, financial analyst, financial reporting analyst, investment analytics, investment banking, legal, market, refine, valuation analyst"
3093958908 0 87 4 "10000+ employees" "Colleges & Universities" "$2 to $5 billion (USD) per year" " The College of Dental Medicine's (CDM) three-fold mission is to educate dental students, provide comprehensive outpatient dental care, and conduct research. There are approximately 430 faculty, 410 students/residents, and nearly 200 staff. The Business intelligence Reporting Analyst will work in a small application development team and will initially be responsible for developing complex dashboard and reporting solutions that will sometimes require the build out of new data structures and models to achieve performance characteristics. The incumbent will work directly with end users to understand their requirements which will require strong interpersonal and analytical skills and a desire to solve users' problems. Reporting solutions may be built to meet administrative, financial, educational or management goals with a primary focus on the patient care clinic. Over time it is expected that the reporting analyst will next develop database administration (DBA) skills expanding responsibilities to perform such tasks. The opportunity also exists for the right candidate to expand responsibilities to become a full stack software engineer. Interacts with end customers to understand and interpret their requirements recommending potential reporting solutions. Designs, develops, tests and implements high quality reports that meet end user goals. Coordinates with end users to ensure their appropriate testing/validation of reports. Documents work in a clear manner in a version control system continuously. Monitors and optimizes the reporting environment to ensure it operates smoothly without issues automating any manual tasks. Communicates incidents/problems, reporting changes, enhancements, and modifications to appropriate parties in a timely manner. Builds strong relationships with fellow technology team members, pro-actively sharing relevant information, and improvement ideas to benefit the whole team. Pro-actively building new technology skills and constantly improving their work. Qualifications: Bachelor's degree and/or its equivalent required. Minimum 3-5 years' related experience. Strong SQL skills in one of Oracle or SQLServer with experience of performance optimization. Proven experience with report writing and technical requirements analysis, methodology development, and data modeling; Knowledge in importing data for use in report software, spreadsheets, graphs, and flowcharts; Excellent analytical and creative problem-solving skills; Excellent oral and written communications skills; Highly self-motivated and directed; Strong customer-service orientation; Experience working in a team-oriented environment; Proven ability to adjust quickly to shifting priorities, multiple demands and rapid change. Preferred: SQLServer Integration Services (SSIS) SQLServer Analytics Services (SSAS) Visual Studio Version Control System Usage (ideally Git) Python Bash scripting Docker Grafana / Statsd - provided by Dice  Strong SQL skills in one of Oracle or SQLServer with experience of performance optimization. Proven experience with report writing and technical requirements analysis."
3094035095 0 94 3.7 "10000+ employees" "Financial Analytics & Research" "$2 to $5 billion (USD) per year" "Product Owner Job Duties:  • You are the CEO of your product Drive product vision for new BI dashboards and bring a strong desire to innovate bringing ideas from prototypes to MVP to launchBring a high level of passion to achieving greater customer satisfaction in everything you doCollaborate daily within a scrum team and other cross-functional team membersManage product lifecycle activity for BI & portfolio management solutions Essential Functions:  • Be passionate about data visualization as a means of business optimization and process transformation Work with clients and internal stakeholders to deliver actionable insights through best-in-class BI dashboards & data visualizationsDrive vision for the data model needed to support the creation of new dashboards and reportingAbility to understand client needs and market trends through client interaction and other market researchGather market feedback around product positioning, pricing and revenue, competitor products, and translate into compelling product requirementsBe a self-starter when it comes to determining product priorities, including new features & initiatives that drive your product line forwardEvangelize your product internally and externally through new sales opportunities, high impact presentations, demos and development of relevant collateral (e.g. online demos, promotions, white papers, case studies, etc.)  ***Ideally this position would be based in Costa Mesa, CA however for a strong candidate, virtual/remote options are available anywhere in the United StatesExperience:Requires a minimum of 2+ years of relevant product management experienceExtensive experience designing BI dashboards in Tableau, MicroStrategy, QlikView or other relevant BI software.Previous hands-on experience working with data-driven solutions required.Proven track record in utilizing analytical tools & metrics for both managing product portfolios and creating product road mapsKnowledge, Skills and Abilities:Highly driven, dynamic self-starterIntermediate to advanced skills in in Tableau, MicroStrategy, QlikView or other relevant BI software.Team player, detail orientedFundamental understanding of core Agile principals including: writing user stories, managing your backlog while articulating your product vision to the scrum team.Prior experience working with JIRA and Confluence a plusOutstanding presentation, communication and information sharing skillsStrong analytical and problem solving skillsExcellent PC skills in Word, Excel and PowerPoint.Formal Training/Education:Bachelor degree requiredMBA preferred but not requiredPosition can be based anywhere in the United States however Costa Mesa, Ca is preferred"
3094237147 0 90 3.6 "10000+ employees" "Health Care Services & Hospitals" "$2 to $5 billion (USD) per year" " Keyword, Job Title, Requisition ID Location Create Alert ×Send me alerts every days  alert frequency in every certain daysShare this Job AddThis  Email  Facebook  Twitter  LinkedIn  Pinterest SENIOR APPLICATION ANALYST - EPIC AMBULATORY - 0451 Apply now » Apply now  StartPlease wait...Date: Jan 22, 2019 Location: YONKERS, NY, US#job-location.job-location-inline {  display: inline;  }Company: Montefiore Medical CenterMontefiore Medical Center has redefined healthcare. Through our multidisciplinary approach, we are able to provide access to a wide variety of medical specialties for a full range of clinical services, ensuring seamless, coordinated care for our patients. This unique team approach infuses camaraderie among physicians, nurses and other specialty care providers. Our EMR platform, Epic, supports our collaborative, team-oriented environment, which has contributed to our becoming one of the nation's premier healthcare systems. Our Epic team is comprised of over 150 IT professionals focused on streamlining the way we share patient information across clinical providers and business systems users, with the goal of making each patient’s experience seamless and patient-centered. The team includes Application & Clinical Analysts, Business Intelligence Analysts, Access & Revenue Cycle Analysts, Credentialed Trainers, Instructional Designers, Software Engineers, and their management. This elite organization takes pride in having completed our initial Epic implementation fully half a year ahead of schedule. JOB RESPONSIBILITIES: The Senior Application Analyst for the Epic Ambulatory team to achieve in-depth knowledge of the Epic application and serve as a liaison between users and the Epic implementation staff. Additionally, will build, test and optimize workflows related to Ambulatory Primary Care, Care Management, Quality Management and Reporting. Essential to this role will be understanding quality metrics and data integrity, collaboration with the business intelligence development team and standardization of build across modules in order to ensure compliance with programs such as DSRIP, PCMH, MIPS/MACRA and Meaningful Use, as well as other state/federally mandated programs. The candidate must be able to interpret specification requirements from external reporting bodies requiring data submissions from the EHR, validate the results of reports, assist customers in aligning their workflows to meet specification requirements and train customers to consume and interpret data from Epic. RESPONSIBILITIES:· Install new applications, new components, and upgrade existing applications. Configure application settings and validate configurations performed by Application Analysts.  · Define go-live and rollout support schedule. Assist in the coordination of field support activities. Provide go-live and rollout support. Support users on new applications, modules, and functionality.  · Oversee analysis of necessary application modifications and work with the appropriate Montefiore IT Associate or the vendor to coordinate the modification.  · Provide advanced application troubleshooting support for the application(s). Resolve critical issues independently as necessary. Forward issues to the correct group for remediation or elevate it to the vendor if required. Determine how a new system, upgrade, or new component can best meet the needs of the users.  · Analyze business/clinical needs and requirements.  · Interpret end user requirements, by fully discussing potential options, and help client move towards optimal solution.  · Utilize extensive knowledge of the system to reveal potential issues related to user requests.  · Evaluate the operational workflow that is applied to the system.  · Create system specifications from user requirements.  · Create test plans and test new systems, version upgrades and any system modifications. Document all outcomes of testing.  · Proactively monitor the application(s) to recommend improvements and ways to increase efficiency.  · Write and maintain accurate and current documentation regarding application(s) supported by the team. Participate in the maintenance of training materials and disseminate materials to users. Review documentation and training materials prepared by Application Analysts.  · Provide timely, effective, and professional customer support on a 24x7 rotating basis. Work with the help desk and support personnel on escalated issues to identify problems and resolve them. Triage network, hardware, or workstation issues as required.  · Act as a liaison to the vendor for Montefiore IT or the client.  · Manage vendor communications needed for support, issue resolution and escalation.  · Coordinate vendor activities including hardware or software installation.  · Utilize strong client liaison skills in developing working relationships with clients. Work with clients to develop sound business improvements.  · Meet with or speak with users regularly to discuss open requests, current needs, and any outstanding issues. Act as the interface between the client (departmental users) and Montefiore IT departments.  · Performs other related duties as required.REQUIRED: · Epic certification in Ambulatory · Strong knowledge of AMB or Inpatient workflows  · Excellent critical thinking skills  · Strong desktop skills (Word, Excel, PowerPoint, Visio)  · Ability to communicate effectively with people at all levels in the organization  · Bachelor’s degree or equivalent experience. DESIRED: · Strong understanding of regulatory, quality, compliance, governmental, specialized registries and incentive programs  · Strong understanding of analytics, reporting, performance monitoring  · Previous experience in common BI platforms and/or Epic reporting tools: Reporting Workbench, Radar, Clarity, Slicer/Dicer DESIRED:Epic clinical certifications (ClinDoc preferably, Ambulatory, Beacon, Stork, ASAP)Knowledge of inpatient and ambulatory workflowsExperience working with third-party application vendorsProgramming or other technical skillsApplication implementation, troubleshooting, testing, and support experienceEDUCATION: Bachelors OR Relevant Working Experience in Healthcare Environment Department: Epic Bargaining Unit: Non Union Campus: YONKERS Employment Status: Regular Full-Time Address: 4 Executive Blvd, Yonkers Shift: Day Scheduled Hours: 8:30 AM-5 PM Req ID: 97703 Montefiore is an equal employment opportunity employer. Montefiore will recruit, hire, train, transfer, promote, layoff and discharge associates in all job classifications without regard to their race, color, religion, creed, national origin, alienage or citizenship status, age, gender, actual or presumed disability, history of disability, sexual orientation, gender identity, gender expression, genetic predisposition or carrier status, pregnancy, military status, marital status, or partnership status, or any other characteristic protected by law. LI-KK1-REDIRECT; SF-MIT Nearest Major Market: Yonkers Nearest Secondary Market: New York City Apply now » Apply now  StartPlease wait...Find similar jobs: Jobs in New York City,  Epic Jobs Regular Full-Time,  Epic Jobs by Day Shift,  Epic Jobs,  Epic × Sign inWe noticed that you are already a member of our Talent Community. Please enter your password to continue. Email*Not you? Password* Forgot Password? Submit Cancelrequired field × Sign inWe noticed that you are already a member of our Talent Community. Please enter your password to continue. Email*Not you? Password* Forgot Password? Submit Cancelrequired field × Account VerificationWe noticed you have accounts in our “Talent Community\" and “Application\" systems. We take security seriously and need to verify your identity to synchronize your accounts. Account Email: Please follow these steps to synchronize your accounts.Reset your password:The \"reset password\" link will open in a new browser window. Return to this page to enter your new password.Click here to reset your Password2. Enter your NEW password here: Submit Cancel × Account VerificationWe noticed you have accounts in our “Talent Community\" and “Application\" systems. We take security seriously and need to verify your identity to synchronize your accounts. Account Email: Please follow these steps to synchronize your accounts.Reset your password:The \"reset password\" link will open in a new browser window. Return to this page to enter your new password.Click here to reset your Password2. Enter your NEW password here: Submit Cancel × Account VerificationYour accounts have been successfully synchronized. Use your new password when accessing our systems. Confirm × Account VerificationYour accounts have been successfully synchronized. Use your new password when accessing our systems. Confirm × Already a MemberYou are already a user of this site. Please sign in. Email*  Not you? Password*Forgot Password? Sign in Cancelrequired field × Already a MemberYou are already a user of this site. Please sign in. Email*  Not you? Password*Forgot Password? Sign in Cancelrequired field × Start Your Application Existing Users Email* Password*Forgot Password? Sign inrequired field New UsersCreate a new account now! Start Your ApplicationReceive Email UpdatesJoin our Talent Community Create × Create Profile Working...Next » × Create Profile Working...Next »"
3094327427 0 100 2.9 "1001 to 5000 employees" "Internet" "$100 to $500 million (USD) per year" " The Product Development Team oversees creating best in class products and meeting the changing demands of the marketplace. We are looking for a dynamic and experienced product leader to help us continue to grow. The Product Manager will lead growing our products through defining the product vision and strategy to ensure quality product improvements meeting customer and business needs. He or she will actively engage in customer facing activity while managing product prioritization, business requirement definition, and product delivery. As part of a growing organization, this role will need to quickly and effectively adapt to changes of the service and provide insights to drive the growth of the business.  Our ideal candidate will have had extensive experience working with product and development teams in an E-Commerce, Software Solutions, or CRM Environment. The Product Manager will be responsible for driving product development and must be able to influence and dive deep into the details on business, product, and service. This leader will help build and grow our organization. Product Managers will build and document business requirements.Define roadmap for initial delivery and to drive ongoing roadmap developments and define suggestions for growth.Lead cross functional team including customer, partners, engineering, product, and operations, to deliver against required product growth milestones and deliverables.Actively participate in reviewing and authoring business analysis and functional specifications.Partner with engineering to drive technical projects and provide leadership in an Agile development process, setting scope, prioritizing features & stories, managing daily progress, and defining acceptance criteria.Collaborate with other Product Managers, UX/UI Designers and Engineering teams to drive successful integrations across products.Product Managers will actively cultivate a collaborative, high-performance environment to grow the team’s development capabilities.Resolve tactical issues to ensure effective and efficient project management and product development processes.Maintain high level of understanding of common support issues and stay current on select product stability and critical issues.Our best Product Managers maintain expert levels of knowledge in selected TravelClick products to leverage our existing recreation platform.Drive continual product improvements and inform the product roadmap with new ideas based on ongoing customer research, market/competitive analysis, and product performance.Work closely with operational, marketing, and sales teams to understand their needs and incorporate them into the broader set of requirements.Clearly communicate product plans, benefits and results.Basic QualificationsBachelor’s Degree required.4 - 7 years’ experience in Technical Product Management, Product Management, Consulting or Strategy.Additional CharacteristicsConfident leader with relentless focus on results and outcomes, ability to develop a vision and strategy, influence leadership to support that vision and execute that vision.Exceptional communication and leadership skills and proven ability to inspire and lead across cross-functional teams.Strong analytic skills and ability to consume complex information and develop recommendations.Strong ability to speak in-depth with engineering staff and leaders about implications and trade-offs of decisions.Ability to define product vision by producing clear product requirements, user stories and architecture diagrams.Motivated self-starter with a proven track record of taking products to market from idea conception to launch in a fast-paced environment.Savvy leader with exceptional bandwidth who can navigate a high growth, rapidly changing organization.Experience working with systems at scale.Outstanding written and oral communication skills.Experience in hospitality systems/products a plus.Impeccable customer focus and professionalism.#LI-JA1All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status."
